Name,Java code,nb lines,code size,class size,class files
pl.mskiba.Hilton_0.4.jar,No,0,234,1932,1
cb.mega.Firestarter_1.13h.jar,No,0,16984,49737,24
voidious.Diamond_1.23.jar,Yes,5368,23740,131079,28
voidious.TripHammer_R1.2.0.jar,Yes,9014,37891,225384,57
doka.Shinigami_2.2.jar,Yes,347,1420,8681,2
tkt.RedShift_1.1.CS.0.jar,No,0,1260,8935,2
aaa.ShieldBot_0.01.jar,No,0,12506,120672,43
voidious.Dookious_1.055.jar,Yes,7457,32747,161695,28
tjk.deBroglie_rev0079.jar,Yes,8191,30069,161722,42
velas.Alpha_1.0.jar,No,0,143,1599,1
stelo.PastFuture_2.0.jar,Yes,1067,5493,25579,4
hapiel.spiral_0.1.jar,Yes,57,250,2111,1
ags.Midboss_1a.jar,No,0,23349,186898,81
jk.mega.DrussGT_1.1.4.jar,Yes,3515,19747,66726,19
rsalesc.roborio.Roborio_1.1.3.jar,No,0,26038,131591,101
aaa.ScalarBot_0.012m7.jar,No,0,44144,340707,119
suh.nano.Type01_1.00.jar,Yes,26,93,1302,1
sgp.SleepingGoat_1.1.jar,Yes,59,245,1858,1
jk.mega.DrussGT_1.9.5.jar,Yes,5096,34236,116433,30
ds.Versatile_RB1.0b9.jar,No,0,17513,147935,74
pa3k.Viper_3.03.jar,No,0,16144,94206,29
cs.Mint_0.11.jar,No,0,14007,57877,29
ICS4U1.Patrick_White_Schrodinger_1.1.jar,No,0,2761,10250,2
voidious.mini.Komarious_1.67.jar,Yes,349,1458,7923,2
is.fon.rs.FonDestroyer3084_1.0.jar,Yes,77,89,1230,1
voidious.mini.Komarious_1.76.jar,Yes,350,1497,7928,2
sheldor.nano.Sabreuse_1.0.0.jar,Yes,99,246,2195,1
rsalesc.melee.Monk_0.3.6b.jar,No,0,44485,242319,215
divineomega.DivineBot_1.3.2.jar,No,0,3419,19966,4
mn.Combat_3.19.1.jar,No,0,27938,90197,56
nat.Hikari_dev0001.jar,Yes,1542,7396,53376,17
arthord.MannyPacquiao_Beta.jar,Yes,79,247,1991,1
abc.Shadow_3.79b.jar,No,0,30472,85961,32
satan.White_0.21.jar,No,0,649,4296,1
aaa.SimpleBot_0.024c.c.jar,No,0,18263,130627,43
blir.nano.Cabbage_R1.0.1.jar,No,0,249,2051,1
eem.EvBotNG_v6.4.jar,Yes,9107,40025,233205,74
voidious.TripHammer_R2.1.0.jar,Yes,11587,49131,315218,79
gg.Squaraus_0.6.jar,Yes,521,2812,12911,3
justin.DemonicRage_2.2c.jar,No,0,23131,114692,35
bots.UnterBot_1.0b.jar,Yes,58,245,2224,1
voidious.Diamond_1.20.jar,Yes,5344,23533,130103,28
amk.superstrike.SuperStrike_0.3.jar,Yes,455,2291,15447,4
jk.mega.DrussGT_0.8.7.jar,Yes,3248,16307,73203,20
chase.twin.SurroundingTeam_1.0.jar,Yes,176,1069,6898,3
voidious.mini.Komarious_1.86.jar,Yes,349,1466,8331,2
pulsar.PulsarMax_0.8.9.jar,No,0,24088,143065,46
aaa.ScalarBot_0.012n1.jar,No,0,45944,350787,123
ayk.WallHugger_1.0.jar,Yes,91,249,1824,1
jk.sheldor.nano.Yatagan_1.1.7.jar,Yes,184,246,2797,1
voidious.Dookious_1.181.jar,Yes,7576,33992,163551,28
jgap.JGAP23423_1.0.jar,Yes,71,271,2395,1
mb.Beast_0.4.1.jar,No,0,6017,51607,23
tjk.deBroglie_rev0077.jar,Yes,8123,29728,160289,42
jk.mega.DrussGT_1.3.5wua.jar,Yes,4275,31567,103260,26
eem.EvBotNG_v12.1.jar,Yes,11197,51541,282784,82
eem.EvBotNG_v5.1.jar,Yes,8777,38181,225212,72
positive.Portia_1.24a.jar,No,0,43395,121293,87
kc.micro.Thorn_1.22.jar,Yes,125,748,5370,2
fire219.CatBot_1.0.jar,Yes,94,401,2713,1
voidious.Dookious_1.24.jar,Yes,8550,37816,202388,49
geep.mini.GPBotB_1.1.jar,Yes,114,1472,3761,1
jk.mega.DrussGT_2.8.1.jar,Yes,8066,54593,135308,34
nat.nano.Ocnirp_1.1.jar,Yes,160,249,3144,1
jk.mega.DrussGT_1.0.17.jar,Yes,3026,17182,70257,17
fm.mammillarias_1.3.jar,Yes,76,141,1371,1
bvh.mini.Wodan_0.50.jar,No,0,1447,8047,3
eem.IWillFireNoBullet_v1.1.jar,No,0,35413,226493,85
jk.mega.DrussGT_1.8.7.jar,Yes,4981,33356,111232,27
voidious.Diamond_1.7.58.jar,Yes,11607,49199,407913,110
csm.NthGeneration_0.04.jar,No,0,9268,51414,13
cw.megas.Blade_0.6.jar,Yes,406,2889,11639,2
banshee.micro.Nexus6_0.3.0.jar,Yes,186,733,4530,2
gwah.GerryBotMkII_0.2.jar,No,0,284,2197,1
jk.micro.Decado_0.2.7.jar,Yes,250,749,4238,2
suh.Probot05_1.00.jar,Yes,353,1297,15065,10
tcf.Reach_1.jar,Yes,1817,6417,32751,11
voidious.micro.Jen_1.076.jar,Yes,185,734,4619,2
wompi.Wallaby_4.7.jar,Yes,193,747,4938,1
jk.mega.DrussGT_0.3.12.jar,Yes,1464,8350,27646,7
voidious.Lukious_1.02.jar,Yes,4674,19015,101909,25
mld.Moebius_2.4.jar,Yes,312,249,3453,1
awl.Locutus_1.0.jar,No,0,3271,13095,3
darkcanuck.Gaff_1.28a.jar,No,0,22924,87380,48
wiki.DiamondHawk_1.02.jar,Yes,5314,23435,138017,32
mn.CombatTeam_3.16.0.jar,No,0,26566,85737,0
tjk.deBroglie_rev0054.jar,Yes,5098,20931,122452,36
voidious.Dookious_0.963.jar,Yes,7027,30250,150060,28
jk.mega.DrussGT_1.0.0.jar,Yes,2878,16405,65927,17
abc.Shadow_3.82q.jar,No,0,28450,82952,32
voidious.mini.Komarious_1.60.jar,Yes,357,1457,7928,2
nat.nano.Ocnirp_1.61b.jar,Yes,291,221,3367,1
blir.micro.Potato_R1.0.2.jar,No,0,541,3607,1
dz.Caedo_1.4.jar,No,0,13313,46866,9
dmh.robocode.robot.RedDwarf_0.2.jar,No,0,245,1993,1
voidious.Dookious_1.03.jar,Yes,7353,31725,159689,29
gh.GrubbmGrb_1.2.4.jar,Yes,1721,8321,36033,6
positive.Portia_1.26e.jar,No,0,50899,145994,105
cs.Nene_1.0.1.jar,No,0,21724,84839,40
cx.BlestPain_1.41.jar,Yes,818,18755,109930,25
eem.EvBot_v4.3.5.jar,No,0,19667,98772,26
darkcanuck.Gaff_1.40.jar,No,0,26015,95642,50
techdude.Carruthers_1.2.5.2.jar,No,0,15380,136272,69
jk.mega.DrussGT_2.5.2.jar,Yes,6611,47866,143906,31
jk.Waylander_0.3.3.jar,Yes,198,738,3674,1
jk.mega.DrussGT_0.1.1.jar,Yes,935,4192,17762,4
dsekercioglu.WormHole_1.2.jar,No,0,3786,22304,7
jk.mega.DrussGT_1.8.1.jar,Yes,5005,33762,113880,29
aaa.ScalarBot_0.012n1.14c.jar,No,0,54202,430834,163
nat.droid.Toddler_1.0.jar,Yes,77,423,3130,1
uccc.Scrapple_1.0.jar,No,0,51,748,1
voidious.Diamond_1.321.jar,Yes,5994,26743,144393,30
nat.micro.Reepicheep_0.1a.jar,Yes,211,740,5304,2
voidious.Dookious_1.133.jar,Yes,7541,34160,168334,28
voidious.Diamond_1.27.jar,Yes,5545,24530,134051,28
voidious.Dookious_1.051.jar,Yes,7096,30532,153390,28
stelo.SoJNanoMelee_1.1.jar,Yes,65,249,1608,1
logiblocs.SittingDroidPair_1.0.jar,No,0,261,2295,1
kc.twins.GeminiTeam_1.2.jar,No,0,1991,9283,0
dsekercioglu.Rechner_1.05.jar,No,0,11813,81813,29
xandercat.Nissa_1.1.jar,No,0,32666,255295,83
nz.jdc.nano.NeophytePRAL_1.3.jar,No,0,246,2443,1
rsalesc.roborio.Roborio_1.2.3.jar,No,0,32785,166716,125
voidious.micro.Jen_1.062.jar,Yes,186,734,4611,2
genprog.Gajeel_1.0.jar,Yes,31,132,1479,1
nz.jdc.nano.AralR_1.0.jar,No,0,249,2592,1
winamp32.micro.MicroMacro_1.0.jar,Yes,119,748,3744,1
hirataatsushi.Trinity_0.003.jar,Yes,1823,5087,39378,17
eem.EvBotNG_v1.9.jar,No,0,24522,158148,54
voidious.Dookious_1.05.jar,Yes,7213,31047,156625,29
blir.mini.oops.Splooshlu_1.0.jar,Yes,206,1102,6396,1
dsekercioglu.neural.Oculus_1.0.jar,No,0,9577,65418,23
mn.CombatTeam_3.21.1.jar,No,0,27509,89667,0
disan.Chair_1.0.jar,Yes,112,508,3009,1
mn.Combat_3.16.0.jar,No,0,26566,85737,52
paulk.PaulV3_1.6.jar,Yes,1141,8158,46375,13
lancel.Lynx_1.08.jar,Yes,1873,9283,44816,18
stelo.Spread_0.3.jar,Yes,1826,9222,36291,6
pez.mini.Pugilist_2.5.jar,Yes,340,1471,11165,3
bugger.BuggerHive_1.0.jar,Yes,245,869,7074,4
ary.Swarm_1.1.jar,No,0,6386,23006,4
dsekercioglu.WhiteFang_1.4.5.jar,No,0,15506,88220,29
dsekercioglu.neural.Oculus_1.3.6.jar,No,0,10778,74916,25
Grystrion.Grystrion2_1.0.jar,Yes,84,148,1311,1
eem.EvBotNG_v1.2.jar,No,0,21878,140944,51
jk.mega.DrussGT_1.3.15.jar,Yes,4625,31686,105718,27
az.Ololobot_0.1.3.jar,No,0,3379,11103,2
positive.Portia_1.25d.jar,No,0,47471,134800,96
lxx.Tomcat_3.25.jar,No,0,36078,413844,142
eem.EvBotNG_v6.0.jar,Yes,9037,39682,231560,74
pedersen.Hubris_2.4.jar,No,0,41335,408678,173
eem.IWillFireNoBullet_v0.6.jar,No,0,32882,214611,83
mn.Combat_3.18.2.jar,No,0,27872,90010,56
voidious.Diamond_1.6.10.jar,Yes,9078,39461,261048,72
voidious.Diamond_1.18.jar,Yes,5257,23025,128488,28
sp.Micros.geneticBot_1.0.jar,Yes,121,646,5369,2
tex.Longbot_0.4.jar,No,0,2749,23550,16
uji.DBH_1.1.jar,Yes,283,2269,9409,3
sp.Nanos.CopyMachine_1.0.jar,Yes,45,172,1603,1
jk.micro.Toorkild_0.2.5.jar,Yes,212,744,3709,1
barontrozo.BaronTrozo_1.5.4.12.jar,No,0,13978,72788,21
justin.DemonicRage_3.3c.jar,No,0,29406,169897,49
tide.pear.Pear_0.62.1.jar,Yes,5368,15468,114909,47
learn.ISmart_2.0s.jar,No,0,8144,41058,8
jk.Waylander_0.2.jar,Yes,144,747,3267,1
sheldor.micro.EpeeistMicro_1.6.1.jar,Yes,217,745,5271,2
qwaker00.Ahchoo_1.3.jar,Yes,578,4692,18120,4
voidious.Diamond_1.183b.jar,Yes,5233,22885,127944,28
oog.nano.Fuatisha_1.1.jar,No,0,245,3126,1
voidious.Diamond_1.5.11.jar,Yes,7863,32735,196930,53
cbot.agile.Nibbler_0.2.jar,No,0,7281,52544,17
fromHell.C4H10O_1.5.1.jar,Yes,125,702,5136,1
jk.mega.DrussGT_2.0.0.jar,Yes,5245,34584,117823,28
voidious.Diamond_1.7.54.jar,Yes,11693,49662,404587,110
oog.Acraepheus_2.1.2.jar,Yes,263,1324,5530,1
jk.mega.DrussGT_0.9.0.jar,Yes,3347,16487,73688,20
justin.Demon_0.6.jar,No,0,28336,154536,48
mn.Combat_3.10.1.jar,No,0,24253,80439,51
eem.EvBot_v1.5.jar,No,0,6010,19325,3
voidious.micro.Jen_1.085.jar,Yes,185,735,4611,2
voidious.Dookious_1.533.jar,Yes,4849,19912,141579,61
kc.micro.WaveShark_0.2.jar,Yes,151,748,6071,2
supersample.SuperTrackFire_1.0.jar,Yes,51,238,2027,1
stelo.PianistNano_1.2.jar,Yes,194,248,1710,1
trm.Wrekt_1.1.6.4642.jar,No,0,12287,80471,26
eem.EvBotNG_v10.1.jar,Yes,10559,47701,266938,79
jk.mega.DrussGT_2.3.8.jar,Yes,6064,40563,131357,29
voidious.Diamond_1.7.25.jar,Yes,10966,49132,396500,106
robin.SCALPBot_1.0.jar,Yes,65,248,1745,1
nat.micro.NP_1.32.jar,Yes,220,703,5214,2
divineomega.DivineBot_1.4.5.jar,No,0,6483,34154,6
Krabb.akim2.Akim2_1.1b.jar,No,0,9370,56773,34
cb.mega.Firestarter_1.14.jar,No,0,17134,53262,25
xander.cat.XanderCat_11.3.jar,Yes,13989,48982,449049,174
suh.nano.MirrorL_1.00.jar,Yes,39,226,1986,1
aaa.SimpleBot_0.023h.jar,No,0,9058,68048,19
eem.EvBotNG_v7.1.jar,Yes,9508,42362,240841,75
voidious.Diamond_1.461.jar,Yes,7812,35464,208272,57
darkcanuck.Pris_0.20.jar,No,0,25226,90916,49
abc.Shadow_3.84b.jar,No,0,35107,108627,38
robar.nano.Pugio_1.45.jar,Yes,115,247,2385,1
TCMI.Enyo_0.1a.jar,No,0,1437,5605,1
voidious.Diamond_1.8.12.jar,Yes,11315,48668,404051,107
positive.Portia_1.26a.jar,No,0,52184,147499,107
suh.nano.RandomPM_1.02.jar,Yes,66,239,2618,1
rdt.AgentSmith.AgentSmith_0.2.jar,No,0,20424,188146,87
mb.Monte_0.1.0.jar,No,0,4912,44816,22
gh.mini.Gruwel_0.9.jar,Yes,423,1496,7491,1
eem.EvBot_v3.1.jar,No,0,10973,55869,19
voidious.Dookious_0.93.jar,Yes,6839,29063,144769,27
suh.nano.Worst_1.01.jar,Yes,28,84,1191,1
chickenfuego.UrChicken2_1.0.jar,No,0,70,1113,1
McS.Spanky.jar,Yes,88,214,1922,1
voidious.Diamond_1.7.13.jar,Yes,10745,49228,387742,102
jk.mega.DrussGT_1.3.11ny.jar,Yes,4782,31943,111890,30
mn.CombatTeam_3.19.0.jar,No,0,27921,90180,0
rsalesc.mega.Knight_0.6.15.jar,No,0,47044,251527,210
ncj.MoxieBot_1.0.jar,Yes,2099,8000,72676,32
lxx.Tomcat_3.12.151.jar,No,0,34541,332724,136
cs.Mint_0.13.jar,No,0,14580,60760,30
wompi.Wallaby_1.6.jar,Yes,226,736,4866,2
nat.micro.Hebe_0.1.jar,Yes,98,584,3880,1
jk.mega.DrussGT_1.5.3.jar,Yes,4826,31938,111531,30
voidious.Diamond_1.07.jar,Yes,4603,20449,117414,28
jk.mega.DrussGT_1.9.2.jar,Yes,5191,34110,116272,30
xandercat.Simon_1.0.jar,No,0,31455,249192,82
voidious.mini.BrokenSword_1.082.jar,Yes,300,1413,8568,3
jk.micro.Toorkild_0.1.3a.jar,Yes,188,733,3595,1
voidious.Diamond_1.39.jar,Yes,7566,33837,197840,52
eem.IWillFireNoBullet_v2.2.jar,No,0,38781,249014,90
jk.melee.Neuromancer_4.1.jar,Yes,3359,19235,67133,24
lmk.ACPFinal_0.2.jar,Yes,462,2840,14386,5
kinsen.nano.Senticous_1.0.jar,No,0,242,1736,1
disan.Ghost_.01.jar,Yes,78,304,2187,1
voidious.Dookious_1.32.jar,Yes,4694,19975,140130,62
rsalesc.melee.Medina_0.4.1.jar,No,0,46257,246866,215
eem.EvBot_v4.6.4.jar,No,0,33197,162131,36
jk.mega.DrussGT_1.1.5.jar,Yes,3481,23115,69679,19
vjik.UnViolation_1.1.jar,No,0,4441,15259,7
steff.Rebel_2.0.jar,No,0,2292,17567,7
abc.Shadow_3.79h.jar,No,0,27442,81324,32
voidious.Diamond_1.8.26.jar,Yes,11361,49182,406882,107
jk.mega.DrussGT_1.3.1b.jar,Yes,3978,29178,87346,25
aaa.SimpleBot_0.022b.jar,No,0,6088,50893,14
eem.EvBot_v4.2.8.jar,No,0,19632,98403,26
Polkwane.NamerTeam_1.0.jar,No,0,6869,45249,16
jk.mega.DrussGT_2.4.7.jar,Yes,6417,46292,140878,31
aaa.SimpleBot_0.022.jar,No,0,5881,50163,14
jk.mega.DrussGT_1.9.4.jar,Yes,5100,34256,116456,30
synapse.Geomancy_9.jar,No,0,11782,67021,23
voidious.Diamond_1.6.9.jar,Yes,9078,39414,260492,72
voidious.mini.Komarious_1.23.jar,Yes,356,1499,10861,4
wiki.mini.Griffon_0.1.jar,No,0,1496,9070,2
yarghard.Y101_1.0.jar,Yes,84,247,1927,1
sheldor.jk.Yatagan_1.0.3.jar,Yes,232,249,2649,1
lucasslf.Wiggins_0.2.jar,No,0,9293,64201,24
voidious.Diamond_1.22.jar,Yes,5368,23706,131056,28
tjk.deBroglie_rev0046.jar,Yes,4722,19562,112457,33
gh.micro.GrubbmThree_0.9l.jar,Yes,153,593,4044,1
nat.Hikari_dev0000j5.jar,Yes,1492,7274,52603,17
voidious.Dookious_1.132.jar,Yes,7495,33572,167006,28
voidious.Dookious_1.054.jar,Yes,7126,30979,154998,28
voidious.Dookious_1.368.jar,Yes,5076,21281,148961,63
eem.EvBotNG_v12.6.jar,Yes,11258,52013,283827,82
dsekercioglu.Oculus_1.8.jar,No,0,8347,65383,28
leb.ShootAnArrow_0.1.jar,No,0,366,2489,1
fnc.bandit2002.Bandit2002_4.0.2.jar,No,0,7266,35276,8
pa3k.Manta_1.17.jar,No,0,23352,145545,46
altglass.Cruiser_2007-01-29.jar,Yes,240,747,3620,1
jk.mega.DrussGT_2.4.9a.jar,Yes,6322,45941,139914,31
wompi.Wallaby_4.6.jar,Yes,193,749,4958,1
justin.DemonicRage_3.09.jar,No,0,25306,152432,49
voidious.Diamond_1.37.jar,Yes,7300,32784,192907,52
hlavko.micro.Flex_1.5.jar,Yes,248,748,4707,1
robar.nano.MosquitoPM_1.0.jar,Yes,89,248,2548,1
rsalesc.roborio.Roborio_1.2.jar,No,0,36957,164564,123
lxx.Tomcat_3.64b.jar,No,0,42486,372537,156
positive.Portia_1.25c.jar,No,0,46840,133102,95
wiki.BasicGFSurfer_1.02.jar,Yes,446,1937,13759,4
ph.micro.Pikeman_0.4.5.jar,Yes,120,744,5432,2
mn.CombatTeam_3.15.0.jar,No,0,26330,85255,0
doka.KillerRabbit_1.0.jar,Yes,147,696,4762,1
rsalesc.melee.Monk_0.3.4f.jar,No,0,33450,172600,155
voidious.Diamond_1.7.0.jar,Yes,9142,39157,268821,73
eem.EvBotNG_v2.1.jar,No,0,24611,159352,55
eem.EvBot_v4.3.3.jar,No,0,19482,98371,26
mn.nano.perceptual.ImpactTeam_1.3.0.jar,No,0,213,1969,0
cb.nano.Crystal_iA1.jar,No,0,241,2435,1
mld.Moebius_2.3.jar,Yes,193,249,2505,1
voidious.Dookious_0.611.jar,Yes,6872,27369,117907,23
eem.EvBotNG_v7.5.jar,Yes,9607,42841,243830,76
xander.cat.XanderCat_10.24.jar,Yes,13726,48168,438869,168
pez.rumble.CassiusClay_2rho.01b.jar,No,0,10878,72844,22
matt.advanced.Katana_1.0.jar,No,0,4448,14714,2
axeBots.SilverSurfer_2.53.33.jar,Yes,12159,45046,252656,40
Krabb.fe4r.Fe4r_0.4.jar,No,0,5576,36643,17
rsalesc.mega.Knight_0.6.25.jar,No,0,47867,255695,214
abc.Shadow_3.77j.jar,No,0,29644,85664,33
positive.Portia_1.23.jar,No,0,43112,120509,87
kawigi.robot.Girl_1.1.jar,Yes,274,1787,9014,3
mb.Beast_0.2.1.jar,No,0,3515,33820,17
kid.Toa_.0.2.jar,No,0,25937,209062,57
suh.Probot07_1.00.jar,Yes,39,200,1779,1
jgap.JGAP7958_1.0.jar,Yes,89,380,2907,1
ntc.Opposite_1.1.jar,No,0,249,1889,1
rsim.ThunderPussy_0.39.jar,No,0,1479,6825,2
conscience.Electron_1.5a.jar,No,0,194,1461,1
ep.MyFirstRobot_1.0.jar,No,0,171,1288,1
voidious.Diamond_1.253.jar,Yes,5514,24316,133343,28
axeBots.Musashi_2.11.jar,Yes,14011,34796,185709,35
jk.mega.DrussGT_0.9.7.jar,Yes,2873,16346,65898,17
jk.mega.Stormrider_0.1.7.jar,Yes,2975,12384,64697,18
dsekercioglu.Oculus_1.1.jar,No,0,6897,55721,25
xander.cat.Spitfire_1.1.jar,Yes,9196,31081,271396,98
abc.Shadow_3.77g.jar,No,0,29949,86007,33
aaa.ScalarBot_0.012l30.jar,No,0,41973,324297,116
stelo.Spread_0.2.jar,Yes,1780,9028,35780,6
stelo.UnfoolableNano_1.0.jar,Yes,81,239,2054,1
lw.LuthersTest_0.1.jar,Yes,41,55,919,1
pez.mini.Pugilist_2.5.1a.jar,Yes,321,1498,11179,3
matt.UnderDark3_1.8.jar,No,0,4098,14167,2
gh.Griezel_0.5.1.jar,Yes,434,2245,10763,3
oog.DolphinAR_1.0.jar,Yes,138,905,4110,1
exauge.LemonDrop_1.5.145.jar,No,0,742,4196,1
jk.mega.DrussGT_2.5.0.jar,Yes,6611,47864,143904,31
gh.micro.GrubbmThree_0.9k.jar,Yes,158,712,4410,1
mue.hyperion.Hyperion_0.7.3.jar,No,0,16532,96153,31
voidious.mini.BrokenSword_2.0.0.jar,Yes,303,1499,11086,4
tjk.deBroglie_rev0029.jar,Yes,4111,16535,102434,35
fm.claire_1.7.jar,Yes,84,186,1599,1
aaa.ScalarBot_0.012l13.jar,No,0,39146,308163,111
voidious.mini.BrokenSword_1.11.jar,Yes,308,1471,8684,3
lxx.Tomcat_3.58a.jar,No,0,42103,367791,155
voidious.Dookious_0.77.jar,Yes,6217,24819,125362,26
voidious.Dookious_1.053.jar,Yes,7126,30979,154998,28
divineomega.DivineBot_1.2.2.jar,No,0,1749,10505,2
eem.EvBotNG_v1.4.jar,No,0,22534,145754,52
jk.mega.DrussGT_1.3.13.jar,Yes,4544,31115,103741,27
bumblebee.Bumblebee_1.0.jar,Yes,92,432,2818,1
chase.Velshea_1.2.0.jar,Yes,550,3616,17230,4
robin.SCALPBotB_1.1.jar,Yes,63,164,1362,1
vuen.Cake_2.51.jar,Yes,1594,13808,73635,25
arthord.micro.Muffin_0.6.1.jar,No,0,746,4889,2
dsekercioglu.ColdBreath_1.3.jar,No,0,6846,45771,20
pez.rumble.CassiusClay_2rho.02mk.jar,Yes,2239,12123,85280,28
Nucleii.ED4_1.0.jar,Yes,188,1044,5622,1
mld.LittleBlackBook_1.3.jar,Yes,557,247,13166,1
jk.mega.DrussGT_2.8.12.jar,Yes,7228,51660,129861,34
voidious.Dookious_1.492.jar,Yes,4766,19591,139834,61
sp.Minis.geneticBot_1.1.jar,No,0,668,5565,2
voidious.Dookious_0.851.jar,Yes,7284,28054,141696,27
positive.Portia_1.26d.jar,No,0,50303,142676,102
CharlieN.Omega.Omega_1.03.jar,No,0,2745,11584,2
baal.N_1.31.jar,Yes,65,247,1976,1
voidious.Diamond_1.6.17.jar,Yes,9027,39348,260702,72
rsalesc.melee.Monk_0.3.2d.jar,No,0,34176,178534,162
tjk.deBroglie_rev0086.jar,Yes,8228,30460,162439,42
grc.svman4.morfeas_1.5.jar,No,0,6944,55261,21
unarmedlad.nano.VirginSteele_1.0.jar,No,0,245,2159,1
Krabb.krabby.Krabby_1.18b.jar,No,0,8274,50080,27
voidious.Diamond_1.193.jar,Yes,5320,23214,129373,28
aaa.ScalarBot_0.012e.jar,No,0,29930,234896,86
dsekercioglu.Oculus_1.4.jar,No,0,8081,63077,27
voidious.Diamond_1.7.24.jar,Yes,11261,50883,406124,107
pez.gloom.GloomyDark_0.9.2.jar,Yes,741,4456,19377,9
cw.megas.Polar_3.2.jar,Yes,539,3878,16798,2
asd.Cthulhu_1.0.jar,No,0,6101,42770,16
eem.EvBotNG_v6.2.jar,Yes,9108,40109,233317,74
spinnercat.Kitten_1.0.jar,No,0,247,2046,1
racso.Frog_0.9.jar,No,0,4052,21550,6
metal.small.MCool_1.21.jar,No,0,11408,44106,26
mld.LittleBlackBook_1.59.jar,Yes,2037,249,132844,1
jk.melee.Neuromancer_5.8b.jar,Yes,3753,23096,92626,30
jk.mega.DrussGT_2.7.24.jar,Yes,7757,52296,134891,31
darkcanuck.Holden_1.08.jar,No,0,32382,110614,58
robar.nano.BlackWidow_1.15.jar,Yes,106,248,2601,1
eem.EvBotNG_v4.3.jar,Yes,7598,32617,198861,62
gh.mini.GrubbmGrunt_0.2.jar,Yes,425,1498,7517,3
tzu.TheArtOfWar_1.2.jar,Yes,6189,20981,91171,35
eem.EvBotNG_v9.2.jar,Yes,10024,44926,254901,77
pa3k.Manta_1.05.jar,No,0,20230,125898,41
divineomega.DivineBot_1.4.1.jar,No,0,4622,25302,4
sheldor.jk.Yatagan_1.0.7.jar,Yes,239,249,2650,1
voidious.Diamond_1.6.11.jar,Yes,9075,39464,260997,72
jk.mega.DrussGT_0.9.2.jar,Yes,2510,12889,56638,15
eem.EvBot_v1.2.jar,No,0,5635,18524,3
gh.GresSuffurd_0.2.27.jar,Yes,2213,10779,45021,5
cb.Remedy_0.1.jar,No,0,15926,104693,31
jk.mega.DrussGT_3.1.4159.jar,Yes,7390,56950,170970,43
cw.megas.Blade_0.8.jar,Yes,554,4196,15121,2
chase.pm.Pytko_1.0.jar,Yes,293,1477,8741,2
rsalesc.mega.Knight_0.6.23.jar,No,0,47815,255840,214
pa3k.Viper_4.32.jar,No,0,34005,171525,74
voidious.Dookious_0.78.jar,Yes,6946,26410,135063,28
stelo.RamTrackSurfer_1.2.jar,Yes,528,2515,12345,2
zyx.micro.Ant_1.0.jar,Yes,125,743,4909,2
jk.mega.DrussGT_1.8.8.jar,Yes,4981,33356,111232,27
cs.s2.Seraphim_2.1.5.jar,Yes,2593,13987,71914,18
pa3k.Viper_4.22.jar,No,0,33581,169873,73
lxx.Tomcat_3.45.jar,No,0,42136,381158,163
tornyil.bottomup.BottomUp_1.05.jar,Yes,164,729,5881,2
cb.nano.Insomnia_1.0.jar,No,0,247,2097,1
wompi.Quokka_1.6.jar,Yes,146,249,2084,1
jk.Waylander_0.1.3.jar,Yes,148,745,3488,1
voidious.Dookious_1.55.jar,Yes,5483,22392,164106,78
pez.rumble.CassiusClay_2rho.02md.jar,Yes,2164,11599,81251,28
shu.nitro.LENIN_.T34.jar,No,0,4460,23035,7
suh.mega.WaveSurferGF_1.01.jar,Yes,683,2623,29760,15
bzdp.BoxCar_2.0.jar,No,0,714,3545,1
wompi.Wallaby_1.7.jar,Yes,240,642,4611,2
voidious.mini.Komarious_1.764.jar,Yes,349,1492,8060,2
oog.nano.Fuatisha_1.0.jar,No,0,246,3423,1
rsalesc.mega.Knight_0.4.3b.jar,No,0,38233,203505,173
cb.nano.Crystal_L1.jar,No,0,208,2348,1
justin.DemonicRage_2.0.jar,No,0,24565,116514,34
wiki.twin.KomariousTeam_1.0.jar,Yes,422,1753,10826,6
dsekercioglu.HammerR_1.1.jar,No,0,245,2363,1
js.PinBall_1.6.jar,Yes,111,247,1734,1
jekl.DarkHallow_.90.9.jar,Yes,1099,5307,33525,9
eem.EvBotNG_v1.8.jar,No,0,24642,158824,54
bvh.micro.Freya_0.3.jar,No,0,744,4817,3
eem.EvBot_v4.6.5.jar,No,0,34012,164891,36
timmit.micro.TimXJ_0.22.jar,Yes,141,759,4106,2
eem.EvBot_v4.3.9.1.jar,No,0,20355,102217,27
barontrozo.BaronTrozo_1.5.4.9.jar,No,0,13585,71568,21
aaa.ScalarBot_0.012n2.8.9.jar,No,0,66315,518250,195
paket.MojRobot_1.0.jar,Yes,56,58,952,1
kc.micro.WaveShark_0.3.jar,Yes,275,747,7090,2
synapse.Watermelon_6a.jar,No,0,9206,55245,20
stelo.MirrorMicro_1.1.jar,Yes,161,550,4640,2
positive.Portia_1.25e.jar,No,0,47636,135270,96
synapse.rsim.GeomancyBS_0.1.jar,No,0,13471,51458,24
co.edu.usb.rc.LidisTron_1.0.jar,No,0,2799,20067,7
suh.nano.MirrorH_1.01.jar,Yes,39,210,1906,1
darkcanuck.Holden_1.10.jar,No,0,30239,106058,57
lxx.Tomcat_3.9.142.jar,No,0,32538,313845,131
pa3k.Quark_1.00.jar,No,0,25265,163733,57
tjk.deBroglie_rev0097.jar,Yes,8526,31378,167572,43
